# distance(pc) r21 r21err co21(Jy/b.km/s) peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b)
5.721311423657642990e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.440600703470408916e-04 1.990149467019364238e-04 9.497824357822537422e-04
5.773448927994108999e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.959810371976345778e-04 1.818430027924478054e-04 1.011009328067302704e-03
5.834719039098904432e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.558882115408778191e-04 1.685440947767347097e-04 1.084157731384038925e-03
5.904837477043148283e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.424915874144062400e-04 1.673768856562674046e-04 1.155035686679184437e-03
5.983493178767022073e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.495028311386704445e-04 1.725188631098717451e-04 1.184947206638753414e-03
6.070354292497944698e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.599692670628428459e-04 1.735838886816054583e-04 1.142713706940412521e-03
6.165074004396273267e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.606977941468358040e-04 1.632543571759015322e-04 1.030845916830003262e-03
6.267296015910640563e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.486897574272006750e-04 1.412140409229323268e-04 8.973414078354835510e-04
6.376659537111518148e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.311789867235347629e-04 1.158242303063161671e-04 8.213521796278655529e-04
6.492803707529245912e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.170477819163352251e-04 9.775858052307739854e-05 8.262761402875185013e-04
6.615371399213294353e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.072374190902337432e-04 8.920153777580708265e-05 8.596812258474528790e-04
6.744012392407928928e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.996565406443551183e-04 8.666442590765655041e-05 8.651718380860984325e-04
6.878385943266767754e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.940909714903682470e-04 8.634236291982233524e-05 8.449336164630949497e-04
7.018162783675233186e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.924285897985100746e-04 8.693189010955393314e-05 8.398969657719135284e-04
7.163026606956480464e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.938391360454261303e-04 8.807438280200585723e-05 8.311542333103716373e-04
7.312675100685174584e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.960472436621785164e-04 8.894391066860407591e-05 7.616271032020449638e-04
7.466820590376329164e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.971634046640247107e-04 8.881948451744392514e-05 6.293869810178875923e-04
7.625190356742315089e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.956621854333207011e-04 8.774329762673005462e-05 5.137480911798775196e-04
7.787526685267947869e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.898683985928073525e-04 8.654010889586061239e-05 5.211774841882288456e-04
7.953586701793954489e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.810039684642106295e-04 8.623985922895371914e-05 6.278212531469762325e-04
8.123142041534814780e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.712076773401349783e-04 8.651578536955639720e-05 7.346747443079948425e-04
8.295978392488350437e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.617344096302986145e-04 8.532540232408791780e-05 7.563104154542088509e-04
8.471894948053895860e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.524593390058726072e-04 8.088760660029947758e-05 6.837055552750825882e-04
8.650703797771428071e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.432166027370840311e-04 7.407528755720704794e-05 5.685315700247883797e-04
8.832229279723313084e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.347738871118053794e-04 6.817372923251241446e-05 4.714572569355368614e-04
9.016307313560766488e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.281207951251417398e-04 6.462303281296044588e-05 4.176079819444566965e-04
9.202784729039860395e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.241419377038255334e-04 6.364292494254186749e-05 4.132828325964510441e-04
9.391518601520047014e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.238665863638743758e-04 6.572552956640720367e-05 4.498184716794639826e-04
9.582375603015912930e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.286990591324865818e-04 7.143487164285033941e-05 5.136943655088543892e-04
9.775231375070212380e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.370994432363659143e-04 7.809133239788934588e-05 5.872317124158143997e-04
9.969969927912205094e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.451797288609668612e-04 8.209879160858690739e-05 6.488233339041471481e-04
1.016648306856112686e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.474402524763718247e-04 8.131179492920637131e-05 6.660840008407831192e-04
1.036466985965524327e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.405076473020017147e-04 7.644891593372449279e-05 6.167700048536062241e-04
1.056443610973918112e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.270352950086817145e-04 7.004110375419259071e-05 5.204158369451761246e-04
1.076569389491304537e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.144348207162693143e-04 6.418991688406094909e-05 4.391254915390163660e-04
1.096836111143038397e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.067430421244353056e-04 5.988725388306193054e-05 4.089755238965153694e-04
1.117236105828151085e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.044642194756306708e-04 5.776576654170639813e-05 4.145484999753534794e-04
1.137762204862751787e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.064021780621260405e-04 5.761479405919089913e-05 4.073687887284904718e-04
1.158407704867866232e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.109978547901846468e-04 5.793460513814352453e-05 3.713597252499312162e-04
1.179166334265651312e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.163558990810997784e-04 5.792257070424966514e-05 3.451825177762657404e-04
1.200032222221762095e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.212776551255956292e-04 5.868947118869982660e-05 3.574235888663679361e-04
1.057037384701479459e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.832155394367873669e-04 9.345069702249020338e-05 4.848873941227793694e-04
1.036864466079365411e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.823782513383775949e-04 9.337306983070448041e-05 4.145172715652734041e-04
1.016841711177321667e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.874731533462181687e-04 9.856826363829895854e-05 3.312196931801736355e-04
9.969781674298115831e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.933330204337835312e-04 1.053451051120646298e-04 3.085437056142836809e-04
9.772835428884214707e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.968938886420801282e-04 1.114075930672697723e-04 3.677807981148362160e-04
9.577682580658116422e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.979041262529790401e-04 1.153960620285943151e-04 4.712669469881802797e-04
9.384435013187730874e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.978907966986298561e-04 1.158161248895339668e-04 5.604773759841918945e-04
9.193212877921769177e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.981353707378730178e-04 1.102463938877917826e-04 5.956197273917496204e-04
9.004145218643463522e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.990286400541663170e-04 1.005155645543709397e-04 5.920885014347732067e-04
8.817370629177545197e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.027048758463934064e-04 9.246148692909628153e-05 5.678462330251932144e-04
8.633037941353450151e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.154702378902584314e-04 9.524340566713362932e-05 5.362410447560250759e-04
8.451306938506410006e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.467791200615465641e-04 1.177094163722358644e-04 5.286101950332522392e-04
8.272349087481537936e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.030022489838302135e-04 1.626849407330155373e-04 5.996929248794913292e-04
8.096348279480096608e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.633357409853488207e-04 2.106806787196546793e-04 7.254962692968547344e-04
7.923501566762839502e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.968806704506278038e-04 2.383001410635188222e-04 8.326553506776690483e-04
7.754019878091768078e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.830250643659383059e-04 2.313116856385022402e-04 8.579600835219025612e-04
7.588128691183121191e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.304904967080801725e-04 1.952091115526854992e-04 7.935383473522961140e-04
7.426068634763446425e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.732263819780200720e-04 1.518589269835501909e-04 6.933900876902043819e-04
7.268095986589516542e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.359650243306532502e-04 1.203613792313262820e-04 6.348770111799240112e-04
7.114483026736969805e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.192282263422384858e-04 1.049607235472649336e-04 6.435349932871758938e-04
6.965518198109338300e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.145508333342149854e-04 1.019816700136289001e-04 6.975419237278401852e-04
6.821506018452684657e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.162153250537812710e-04 1.058293055393733084e-04 7.692481158301234245e-04
6.682766680811742845e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.237756852991878986e-04 1.135132406488992274e-04 8.541813585907220840e-04
6.549635273652667820e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.371598384343087673e-04 1.254941016668453813e-04 9.538297308608889580e-04
6.422460547234818478e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.557935949880629778e-04 1.432101853424683213e-04 1.069521880708634853e-03
6.301603152959880390e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.759269555099308491e-04 1.645776937948539853e-04 1.194976386614143848e-03
6.187433285782037274e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.878101367969065905e-04 1.810221874620765448e-04 1.292853616178035736e-03
6.080327670886263149e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.793133608065545559e-04 1.801108592189848423e-04 1.307692145928740501e-03
5.980665853742108084e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.530110650695860386e-04 1.614031352801248431e-04 1.258118310943245888e-03
5.888825780317320095e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.215574786532670259e-04 1.342317409580573440e-04 1.208581146784126759e-03
5.805178691034250733e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.984035916393622756e-04 1.103334725485183299e-04 1.191068673506379128e-03
5.730083397722542031e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.887316029751673341e-04 9.620056516723707318e-05 1.152686425484716892e-03
